date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:58:06	555657/555657	---M-Z	200	added ('OK')	text/html	etag:%220ac8c21253bc9498d008bc579f0c79ba%22	https://www.plain.com/channels/slack	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/channels/slack.html	(from https://www.plain.com/)
11:58:07	487239/487239	---M-Z	200	added ('OK')	text/html	etag:%22a04ebc4fd30f9e6e35bf413cb6a4f90c%22	https://www.plain.com/channels/microsoft-teams	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/channels/microsoft-teams.html	(from https://www.plain.com/)
11:58:08	125848/125848	---MCZ	200	added ('OK')	text/html	etag:W/%22pro11bdgi72p3a%22	https://www.plain.com/docs/integrations/discourse	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/integrations/discourse.html	(from https://www.plain.com/)
11:58:10	463202/463202	---M-Z	200	added ('OK')	text/html	etag:%22383ea1e9c4fc37788b9a670fea0b587e%22	https://www.plain.com/channels/email	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/channels/email.html	(from https://www.plain.com/)
11:58:11	481074/481074	---M-Z	200	added ('OK')	text/html	etag:%22a343914264a4c09315e7c5736c3701e0%22	https://www.plain.com/channels/contact-forms	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/channels/contact-forms.html	(from https://www.plain.com/)
11:58:12	466483/466483	---M-Z	200	added ('OK')	text/html	etag:%224b859257055d5b37fb11655a99cfabab%22	https://www.plain.com/channels/headless-portal	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/channels/headless-portal.html	(from https://www.plain.com/)
11:58:14	140874/140874	---MCZ	200	added ('OK')	text/html	etag:W/%227n3lcnlihv30o4%22	https://www.plain.com/docs/chat	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/chat.html	(from https://www.plain.com/)
11:58:15	770489/770489	---M-Z	200	added ('OK')	text/html	etag:%223dae2016c283ae3d39cea50101e86a08%22	https://www.plain.com/careers	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/careers.html	(from https://www.plain.com/)
11:58:16	365810/365810	---M-Z	200	added ('OK')	text/html	etag:%22a8e9ecce213e11cf0e8cef7520a311ed%22	https://www.plain.com/manifesto	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/manifesto.html	(from https://www.plain.com/)
11:58:17	279103/279103	---M-Z	200	added ('OK')	text/html	etag:%22b881220a38818b65c76d065a2ea12609%22	https://www.plain.com/legal/privacy-policy	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/legal/privacy-policy.html	(from https://www.plain.com/)
11:58:18	261636/261636	---M-Z	200	added ('OK')	text/html	etag:%22f9af0c12c1c4850ebe5b20676f517071%22	https://www.plain.com/legal/cookie-policy	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/legal/cookie-policy.html	(from https://www.plain.com/)
11:58:19	361965/361965	---M-Z	200	added ('OK')	text/html	etag:%22c9b56df034ef5afda756f5f80e12644d%22	https://www.plain.com/legal/terms-and-conditions	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/legal/terms-and-conditions.html	(from https://www.plain.com/)
11:58:20	250665/250665	---M-Z	200	added ('OK')	text/html	etag:%225ddfc02817624a0c07df5e716ecafe88%22	https://www.plain.com/legal/website-terms	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/legal/website-terms.html	(from https://www.plain.com/)
11:58:21	266345/266345	---M-Z	200	added ('OK')	text/html	etag:%22871e7645699a90b7f83a3dec4b03f5f1%22	https://www.plain.com/legal/dpa	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/legal/dpa.html	(from https://www.plain.com/)
11:58:22	436568/436568	---M-Z	200	added ('OK')	text/html	etag:%2223e15a4852b991f2428e9a74fb423f22%22	https://www.plain.com/feature/plain-broadcasts	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/feature/plain-broadcasts.html	(from https://www.plain.com/product)
11:58:24	133332/133332	---MCZ	200	added ('OK')	text/html	etag:W/%22gljhgnw0q92uv6%22	https://www.plain.com/docs/microsoft-teams	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/microsoft-teams.html	(from https://www.plain.com/product)
11:58:25	140476/140476	---MCZ	200	added ('OK')	text/html	etag:W/%22ko6z1sqjx830cu%22	https://www.plain.com/docs/email	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/email.html	(from https://www.plain.com/product)
11:58:26	137679/137679	---MCZ	200	added ('OK')	text/html	etag:W/%2215nviatjj0s2y7h%22	https://www.plain.com/docs/contact-forms	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/contact-forms.html	(from https://www.plain.com/product)
11:58:27	129375/129375	---MCZ	200	added ('OK')	text/html	etag:W/%22mzisgarn6u2rt5%22	https://www.plain.com/docs/thread-fields	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/thread-fields.html	(from https://www.plain.com/product)
11:58:29	424829/424829	---M-Z	200	added ('OK')	text/html	etag:%22aa4cc37b0b673ec863c5bd75b942bc40%22	https://www.plain.com/customers/raycast	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/raycast.html	(from https://www.plain.com/customers)
11:58:30	416948/416948	---M-Z	200	added ('OK')	text/html	etag:%22470075c03f98550508ef7e708653a3aa%22	https://www.plain.com/customers/stytch	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/stytch.html	(from https://www.plain.com/customers)
11:58:31	412989/412989	---M-Z	200	added ('OK')	text/html	etag:%223f7294866c19cb1b35a7401deaf68b33%22	https://www.plain.com/customers/granola	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/granola.html	(from https://www.plain.com/customers)
11:58:31	421236/421236	---M-Z	200	added ('OK')	text/html	etag:%220b636fdde748b90a5aa9885487a708c0%22	https://www.plain.com/customers/fly-io	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/fly-io.html	(from https://www.plain.com/customers)
11:58:33	425602/425602	---M-Z	200	added ('OK')	text/html	etag:%22c975ef3d471b6f6b6165783cb03e99fa%22	https://www.plain.com/customers/clerk	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/clerk.html	(from https://www.plain.com/customers)
11:58:34	374522/374522	---M-Z	200	added ('OK')	text/html	etag:%2225e80cd9099e9c432677cb9e9de965c6%22	https://www.plain.com/customers/dynamic	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/dynamic.html	(from https://www.plain.com/customers)
11:58:36	382995/382995	---M-Z	200	added ('OK')	text/html	etag:%2255f4e35a044ea3009a26bbafc9feeea0%22	https://www.plain.com/customers/voltage-park	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/voltage-park.html	(from https://www.plain.com/customers)
11:58:37	416203/416203	---M-Z	200	added ('OK')	text/html	etag:%228e2fb207b449e3af70a17a79ce3631b8%22	https://www.plain.com/customers/resend	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/resend.html	(from https://www.plain.com/customers)
11:58:37	393256/393256	---M-Z	200	added ('OK')	text/html	etag:%225f54f419f8349b14ce337c70fdf4c93e%22	https://www.plain.com/customers/kinde	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/kinde.html	(from https://www.plain.com/customers)
11:58:39	411170/411170	---M-Z	200	added ('OK')	text/html	etag:%220d9db505fc4526eda9d79d2840d25b5e%22	https://www.plain.com/customers/axiom	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/axiom.html	(from https://www.plain.com/customers)
11:58:40	386712/386712	---M-Z	200	added ('OK')	text/html	etag:%2268af15791fc4b18e622dd3145d8b3c0b%22	https://www.plain.com/customers/hypermode	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/hypermode.html	(from https://www.plain.com/customers)
11:58:42	422137/422137	---M-Z	200	added ('OK')	text/html	etag:%22884b0f2b84ce9123c223bc8a9fbd854f%22	https://www.plain.com/customers/prisma	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/prisma.html	(from https://www.plain.com/customers)
11:58:44	407466/407466	---M-Z	200	added ('OK')	text/html	etag:%22ad719fa522341f827481584d5ca849c6%22	https://www.plain.com/customers/codesandbox	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/codesandbox.html	(from https://www.plain.com/customers)
11:58:46	410822/410822	---M-Z	200	added ('OK')	text/html	etag:%227373f76237506fb4a7bd2522726e79c6%22	https://www.plain.com/customers/saleor	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/saleor.html	(from https://www.plain.com/customers)
11:58:48	389579/389579	---M-Z	200	added ('OK')	text/html	etag:%226d930de141d9c8c37432fdae8aebf027%22	https://www.plain.com/customers/laravel	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/laravel.html	(from https://www.plain.com/customers)
11:58:49	391870/391870	---M-Z	200	added ('OK')	text/html	etag:%2219af22c2d4bfeca176efa7018da631dd%22	https://www.plain.com/customers/sanity	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/sanity.html	(from https://www.plain.com/customers)
11:58:50	344959/344959	---M-Z	200	added ('OK')	text/html	etag:%22e8275cec0a00a24d5c66c17fffa79ddf%22	https://www.plain.com/customers/galileo	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/galileo.html	(from https://www.plain.com/customers)
11:58:51	383648/383648	---M-Z	200	added ('OK')	text/html	etag:%223017129279f5f885929ad574d34e7404%22	https://www.plain.com/customers/mintlify	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/mintlify.html	(from https://www.plain.com/customers)
11:58:52	383469/383469	---M-Z	200	added ('OK')	text/html	etag:%22a4267438f9e17aa6744660dc5fb97a1c%22	https://www.plain.com/customers/motherduck	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/motherduck.html	(from https://www.plain.com/customers)
11:58:54	373214/373214	---M-Z	200	added ('OK')	text/html	etag:%22e918f4616831d60fd7c6ed2bd7971064%22	https://www.plain.com/customers/dub-co	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/dub-co.html	(from https://www.plain.com/customers)
11:58:55	328234/328234	---M-Z	200	added ('OK')	text/html	etag:%223471b4b703e5b5006ab86798795a2959%22	https://www.plain.com/customers/kick	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/kick.html	(from https://www.plain.com/customers)
11:58:57	370614/370614	---M-Z	200	added ('OK')	text/html	etag:%2217c1c9fcd8b60e98177ed9356e64ff5a%22	https://www.plain.com/customers/nango	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/nango.html	(from https://www.plain.com/customers)
11:58:58	345303/345303	---M-Z	200	added ('OK')	text/html	etag:%22fbda5f262037b2e546291c28f6920cdd%22	https://www.plain.com/customers/nmkr	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/nmkr.html	(from https://www.plain.com/customers)
11:58:59	385714/385714	---M-Z	200	added ('OK')	text/html	etag:%220d1f2bbd3ffc0e111b196d2b9c8ef8a9%22	https://www.plain.com/customers/arcane	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/arcane.html	(from https://www.plain.com/customers)
11:59:00	392145/392145	---M-Z	200	added ('OK')	text/html	etag:%22a354ea209561f2141e55db3d401367ad%22	https://www.plain.com/customers/metaview	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/metaview.html	(from https://www.plain.com/customers)
11:59:01	391864/391864	---M-Z	200	added ('OK')	text/html	etag:%22dc05786c9bf14aedd3f1fc71726e2676%22	https://www.plain.com/customers/novu	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/novu.html	(from https://www.plain.com/customers)
11:59:02	397831/397831	---M-Z	200	added ('OK')	text/html	etag:%2202c8140eae0a483093b6c9490504c807%22	https://www.plain.com/customers/tella	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/tella.html	(from https://www.plain.com/customers)
11:59:03	377684/377684	---M-Z	200	added ('OK')	text/html	etag:%22cecf5392e0f467420296a64aeb327c1c%22	https://www.plain.com/customers/vantage	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/vantage.html	(from https://www.plain.com/customers)
11:59:04	373274/373274	---M-Z	200	added ('OK')	text/html	etag:%22b680c21696efca5615cb1fe2f80b127f%22	https://www.plain.com/customers/standards	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/standards.html	(from https://www.plain.com/customers)
11:59:06	378639/378639	---M-Z	200	added ('OK')	text/html	etag:%22e61dbcb009b2a5a852096bba8b211087%22	https://www.plain.com/customers/rocketnode	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/rocketnode.html	(from https://www.plain.com/customers)
11:59:07	384962/384962	---M-Z	200	added ('OK')	text/html	etag:%22c2360b750f3369b751dc8c4344707619%22	https://www.plain.com/customers/primo	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/primo.html	(from https://www.plain.com/customers)
11:59:09	391888/391888	---M-Z	200	added ('OK')	text/html	etag:%2268ccc8540ab95454096a352f2a27e41e%22	https://www.plain.com/customers/mergify	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/mergify.html	(from https://www.plain.com/customers)
11:59:10	381292/381292	---M-Z	200	added ('OK')	text/html	etag:%22d01ea8bc412dc9cf6dac18e260d7cc37%22	https://www.plain.com/customers/liveblocks	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/liveblocks.html	(from https://www.plain.com/customers)
11:59:11	345373/345373	---M-Z	200	added ('OK')	text/html	etag:%22ecb4bbbc2e6e8dac66c7a36647d68d12%22	https://www.plain.com/customers/integral	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/integral.html	(from https://www.plain.com/customers)
11:59:12	362467/362467	---M-Z	200	added ('OK')	text/html	etag:%22c95645571b19c0d499ce49a7ce8cad54%22	https://www.plain.com/customers/inngest	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/inngest.html	(from https://www.plain.com/customers)
11:59:14	387481/387481	---M-Z	200	added ('OK')	text/html	etag:%223743503b8b76b2e608ec9d51647b921c%22	https://www.plain.com/customers/graphy	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/graphy.html	(from https://www.plain.com/customers)
11:59:15	362459/362459	---M-Z	200	added ('OK')	text/html	etag:%227a4117ea97ab7febdcebe51384274b17%22	https://www.plain.com/customers/convex	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/convex.html	(from https://www.plain.com/customers)
11:59:16	376392/376392	---M-Z	200	added ('OK')	text/html	etag:%22adf847488132941a2a51d8cb7c0f81f9%22	https://www.plain.com/customers/spline	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/customers/spline.html	(from https://www.plain.com/customers)
11:59:17	16/16	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2022:20:06%20GMT	https://www.plain.com/docs	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs.40.delayed	(from https://www.plain.com/docs/)
11:59:18	197961/197961	---MCZ	200	added ('OK')	text/html	etag:W/%22f9ynivxtic48o5%22	https://www.plain.com/docs/quickstart	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/quickstart.html	(from https://www.plain.com/docs/)
11:59:19	480989/480989	---M-Z	200	added ('OK')	text/html	etag:%224aa0f1c403887323f7f2ecb794a4115d%22	https://www.plain.com/startups	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/startups.html	(from https://www.plain.com/pricing)
11:59:20	13151/13151	---MCZ	200	added ('OK')	text/xml	date:Tue,%2018%20Feb%202025%2004:59:20%20GMT	https://www.plain.com/docs/sitemap.xml	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/sitemap.xml	(from https://www.plain.com/docs/security)
11:59:21	48556/48556	---M--	200	added ('OK')	font/woff2	etag:%22d4fe31e6a2aebc06b8d6e558c9141119%22	https://www.plain.com/docs/_next/static/media/a34f9d1faa5f3315-s.p.woff2	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/media/a34f9d1faa5f3315-s.p.woff2	(from https://www.plain.com/docs/security)
11:59:21	40480/40480	---M--	200	added ('OK')	font/woff2	etag:%22782150e6836b9b074d1a798807adcb18%22	https://www.plain.com/docs/_next/static/media/bb3ef058b751a6ad-s.p.woff2	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/media/bb3ef058b751a6ad-s.p.woff2	(from https://www.plain.com/docs/security)
11:59:23	137236/137236	---MCZ	200	added ('OK')	text/css	etag:W/%222d0a83820b9f04b124ae1acd24807eb6%22	https://www.plain.com/docs/_next/static/css/4d0aaccfa482b9d3.css	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/css/4d0aaccfa482b9d3.css	(from https://www.plain.com/docs/security)
11:59:24	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://www.plain.com/docs/_next/static/chunks/polyfills-42372ed130431b0a.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://www.plain.com/docs/security)
11:59:25	5818/5818	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fce02a5d591a1731d4e00370839d6396%22	https://www.plain.com/docs/_next/static/chunks/webpack-2930143a581b7923.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/webpack-2930143a581b7923.js	(from https://www.plain.com/docs/security)
11:59:26	209491/209491	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e6fa64afd047bc44f28fa2267fc84fd1%22	https://www.plain.com/docs/_next/static/chunks/framework-9ae01a5f4ade81f5.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/framework-9ae01a5f4ade81f5.js	(from https://www.plain.com/docs/security)
11:59:27	111983/111983	---MCZ	200	added ('OK')	application/javascript	etag:W/%224500fab7611eef377bc2e5f8fa70b8d4%22	https://www.plain.com/docs/_next/static/chunks/main-8a1046ec06751e09.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/main-8a1046ec06751e09.js	(from https://www.plain.com/docs/security)
11:59:28	14248/14248	---MCZ	200	added ('OK')	application/javascript	etag:W/%22490012cfbab5e6a5f88d49c94a9a7879%22	https://www.plain.com/docs/_next/static/chunks/pages/_app-bfd585063c6b7444.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/pages/_app-bfd585063c6b7444.js	(from https://www.plain.com/docs/security)
11:59:29	70070/70070	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ca23ce9d2acaa8354bbc82894c132c60%22	https://www.plain.com/docs/_next/static/chunks/2edb282b-a83f7ffd007bccf0.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/2edb282b-a83f7ffd007bccf0.js	(from https://www.plain.com/docs/security)
11:59:31	325424/325424	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bda645a5d3895832c72419cff53ac397%22	https://www.plain.com/docs/_next/static/chunks/e893f787-f6a1094a35763a0d.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/e893f787-f6a1094a35763a0d.js	(from https://www.plain.com/docs/security)
11:59:32	162967/162967	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fa779d749a78f781b9f3db1f80723a24%22	https://www.plain.com/docs/_next/static/chunks/086d643d-6f7196a364073d16.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/086d643d-6f7196a364073d16.js	(from https://www.plain.com/docs/security)
11:59:33	6918/6918	---MCZ	200	added ('OK')	application/javascript	etag:W/%22473e2cfb65c80f6ce800fc90c4945727%22	https://www.plain.com/docs/_next/static/chunks/9097-597bce25a41f76db.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/9097-597bce25a41f76db.js	(from https://www.plain.com/docs/security)
11:59:34	22722/22722	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f34ed3b645b5a440b526a1c822936969%22	https://www.plain.com/docs/_next/static/chunks/7669-b7b6e74eb838f0fc.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/7669-b7b6e74eb838f0fc.js	(from https://www.plain.com/docs/security)
11:59:35	1035043/1035043	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239aafd8984b3b2eab7b8336e74573181%22	https://www.plain.com/docs/_next/static/chunks/7610-e463a3dc6ba2cbb8.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/7610-e463a3dc6ba2cbb8.js	(from https://www.plain.com/docs/security)
11:59:36	349175/349175	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ce36248a99dec69d0a669187dfb526aa%22	https://www.plain.com/docs/_next/static/chunks/40-f2aa17fd5554d7a0.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/40-f2aa17fd5554d7a0.js	(from https://www.plain.com/docs/security)
11:59:36	761/761	---M--	200	added ('OK')	application/javascript	etag:%2270ae80365b1f53c4f826df49272dbbed%22	https://www.plain.com/docs/_next/static/chunks/pages/_sites/%5Bsubdomain%5D/%5B%5B...slug%5D%5D-79e8424968849281.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/chunks/pages/_sites/[subdomain]/[[...slug]]-79e8424968849281.js	(from https://www.plain.com/docs/security)
11:59:38	2154/2154	---MCZ	200	added ('OK')	application/javascript	etag:W/%2292710f98aab0075d1aa88e90b658e517%22	https://www.plain.com/docs/_next/static/ddIRkWCFLziDS86DQCfLU/_buildManifest.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/ddIRkWCFLziDS86DQCfLU/_buildManifest.js	(from https://www.plain.com/docs/security)
11:59:38	366/366	---M--	200	added ('OK')	application/javascript	etag:%220361a13179f6651cfcf53ef187b261af%22	https://www.plain.com/docs/_next/static/ddIRkWCFLziDS86DQCfLU/_ssgManifest.js	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/_next/static/ddIRkWCFLziDS86DQCfLU/_ssgManifest.js	(from https://www.plain.com/docs/security)
11:59:40	170349/170349	---MCZ	200	added ('OK')	text/html	etag:W/%22gmwpog43lw3nex%22	https://www.plain.com/docs/api-reference/graphql/introduction	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/api-reference/graphql/introduction.html	(from https://www.plain.com/docs/security)
11:59:41	112116/112116	---MCZ	200	added ('OK')	text/html	etag:W/%22u60y71bb3d2ei0%22	https://www.plain.com/docs/knowledge-base/overview	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/knowledge-base/overview.html	(from https://www.plain.com/docs/security)
11:59:42	151512/151512	---MCZ	200	added ('OK')	text/html	etag:W/%226kvp2lz0yo38so%22	https://www.plain.com/docs/data-model	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/data-model.html	(from https://www.plain.com/docs/security)
11:59:42	254015/254015	---MCZ	200	added ('OK')	text/html	etag:W/%22154le3jk5975fxb%22	https://www.plain.com/docs/headless-support-portal	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/headless-support-portal.html	(from https://www.plain.com/docs/security)
11:59:44	152955/152955	---MCZ	200	added ('OK')	text/html	etag:W/%22hjdumnyxnh3a05%22	https://www.plain.com/docs/statuses	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/statuses.html	(from https://www.plain.com/docs/security)
11:59:45	132149/132149	---MCZ	200	added ('OK')	text/html	etag:W/%22e63prr44sr2tyd%22	https://www.plain.com/docs/notifications	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/notifications.html	(from https://www.plain.com/docs/security)
11:59:46	131005/131005	---MCZ	200	added ('OK')	text/html	etag:W/%2252e87hyfjo2t1p%22	https://www.plain.com/docs/assignment	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/assignment.html	(from https://www.plain.com/docs/security)
11:59:47	153630/153630	---MCZ	200	added ('OK')	text/html	etag:W/%22im9liwuot13agu%22	https://www.plain.com/docs/tiers	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/tiers.html	(from https://www.plain.com/docs/security)
11:59:48	128278/128278	---MCZ	200	added ('OK')	text/html	etag:W/%22h07by9fcqm2qys%22	https://www.plain.com/docs/priorities	/Users/vunguyen/Desktop/atrium%20/atrium/www.plain.com/docs/priorities.html	(from https://www.plain.com/docs/security)
